Symbol,Company Name,Cap Category,Sector,ISIN,Date of Listing,Index Source
KRITIKA,Kritika Wires Limited,Micro Cap,Others / Diversified,INE00Z501029,04-MAY-2022,EQUITY_L (beyond Nifty 500)
KRITINUT,Kriti Nutrients Limited,Micro Cap,Others / Diversified,INE798K01010,07-OCT-2022,EQUITY_L (beyond Nifty 500)
KRN,KRN Heat Exchanger and Refrigeration Limited,Micro Cap,Capital Goods,INE0Q3J01015,03-OCT-2024,Nifty Microcap 250
KRONOX,Kronox Lab Sciences Limited,Micro Cap,Healthcare & Pharma,INE0ATZ01017,10-JUN-2024,EQUITY_L (beyond Nifty 500)
KROSS,Kross Limited,Micro Cap,Others / Diversified,INE0O6601022,16-SEP-2024,EQUITY_L (beyond Nifty 500)
KRSNAA,Krsnaa Diagnostics Limited,Micro Cap,Healthcare & Pharma,INE08LI01020,16-AUG-2021,EQUITY_L (beyond Nifty 500)
KRYSTAL,Krystal Integrated Services Limited,Micro Cap,Others / Diversified,INE0QN801017,21-MAR-2024,EQUITY_L (beyond Nifty 500)
KSB,Ksb Limited,Micro Cap,Capital Goods,INE999A01023,08-FEB-1995,Nifty Microcap 250
KSCL,Kaveri Seed Company Limited,Micro Cap,Fast Moving Consumer Goods,INE455I01029,04-OCT-2007,Nifty Microcap 250
KSHINTL,KSH International Limited,Micro Cap,Others / Diversified,INE987S01020,23-DEC-2025,EQUITY_L (beyond Nifty 500)
KSHITIJPOL,Kshitij Polyline Limited,Micro Cap,Others / Diversified,INE013801027,27-JUL-2022,EQUITY_L (beyond Nifty 500)
KSL,Kalyani Steels Limited,Micro Cap,Metals & Mining,INE907A01026,19-MAY-2010,EQUITY_L (beyond Nifty 500)
KSOLVES,Ksolves India Limited,Micro Cap,Others / Diversified,INE0D6I01023,23-SEP-2022,EQUITY_L (beyond Nifty 500)
KSR,KSR Footwear Limited,Micro Cap,Others / Diversified,INE1SPP01016,27-NOV-2025,EQUITY_L (beyond Nifty 500)
KTKBANK,The Karnataka Bank Limited,Micro Cap,Financial Services,INE614B01018,10-MAY-2000,Nifty Microcap 250
KUANTUM,Kuantum Papers Limited,Micro Cap,Paper & Packaging,INE529I01021,23-OCT-2019,EQUITY_L (beyond Nifty 500)
KWIL,Kwality Wall's (India) Limited,Micro Cap,Others / Diversified,INE2KCE01013,16-FEB-2026,EQUITY_L (beyond Nifty 500)
LAGNAM,Lagnam Spintex Limited,Micro Cap,Others / Diversified,INE548Z01017,30-SEP-2021,EQUITY_L (beyond Nifty 500)
LAHOTIOV,Lahoti Overseas Limited,Micro Cap,Others / Diversified,INE515C01023,20-APR-2026,EQUITY_L (beyond Nifty 500)
LAKPRE,Lakshmi Precision Screws Limited,Micro Cap,Others / Diversified,INE651C01018,26-SEP-2006,EQUITY_L (beyond Nifty 500)
LAL,Lorenzini Apparels Limited,Micro Cap,Metals & Mining,INE740X01023,10-APR-2023,EQUITY_L (beyond Nifty 500)
LAMBODHARA,Lambodhara Textiles Limited,Micro Cap,Textiles & Apparel,INE112F01022,04-FEB-2015,EQUITY_L (beyond Nifty 500)
LANCORHOL,Lancor Holdings Limited,Micro Cap,Others / Diversified,INE572G01025,12-MAR-2024,EQUITY_L (beyond Nifty 500)
LANDMARK,Landmark Cars Limited,Micro Cap,Automobile & Auto Components,INE559R01029,23-DEC-2022,EQUITY_L (beyond Nifty 500)
LANDSMILL,Landsmill Green Limited,Micro Cap,Others / Diversified,INE688J01023,03-AUG-2009,EQUITY_L (beyond Nifty 500)
LAOPALA,La Opala RG Limited,Micro Cap,Others / Diversified,INE059D01020,16-MAR-2007,EQUITY_L (beyond Nifty 500)
LASA,Lasa Supergenerics Limited,Micro Cap,Others / Diversified,INE670X01014,21-SEP-2017,EQUITY_L (beyond Nifty 500)
LATTEYS,Latteys Industries Limited,Micro Cap,Others / Diversified,INE262Z01023,23-MAY-2023,EQUITY_L (beyond Nifty 500)
LAXMICOT,Laxmi Cotspin Limited,Micro Cap,Others / Diversified,INE801V01019,12-NOV-2021,EQUITY_L (beyond Nifty 500)
LAXMIDENTL,Laxmi Dental Limited,Micro Cap,Healthcare & Pharma,INE0WO601020,20-JAN-2025,EQUITY_L (beyond Nifty 500)
LAXMIINDIA,Laxmi India Finance Limited,Micro Cap,Financial Services,INE06WU01026,05-AUG-2025,EQUITY_L (beyond Nifty 500)
LCCINFOTEC,LCC Infotech Limited,Micro Cap,Information Technology,INE938A01021,02-MAR-2000,EQUITY_L (beyond Nifty 500)
LEMERITE,Le Merite Exports Limited,Micro Cap,Logistics & Transportation,INE0G1L01025,12-DEC-2025,EQUITY_L (beyond Nifty 500)
LEXUS,Lexus Granito (India) Limited,Micro Cap,Others / Diversified,INE500X01013,13-MAR-2023,EQUITY_L (beyond Nifty 500)
LFIC,Lakshmi Finance & Industrial Corporation Limited,Micro Cap,Financial Services,INE850E01012,15-APR-2015,EQUITY_L (beyond Nifty 500)
LGBBROSLTD,LG Balakrishnan & Bros Limited,Micro Cap,Others / Diversified,INE337A01034,30-MAR-2010,EQUITY_L (beyond Nifty 500)
LGHL,Laxmi Goldorna House Limited,Micro Cap,Metals & Mining,INE258Y01016,10-NOV-2023,EQUITY_L (beyond Nifty 500)
LIBAS,Libas Consumer Products Limited,Micro Cap,FMCG & Consumer Goods,INE908V01012,23-JUL-2019,EQUITY_L (beyond Nifty 500)
LIBERTSHOE,Liberty Shoes Limited,Micro Cap,Others / Diversified,INE557B01019,27-SEP-1995,EQUITY_L (beyond Nifty 500)
LIKHITHA,Likhitha Infrastructure Limited,Micro Cap,Construction & Infrastructure,INE060901027,15-OCT-2020,EQUITY_L (beyond Nifty 500)
LINC,Linc Limited,Micro Cap,Others / Diversified,INE802B01027,09-MAR-2015,EQUITY_L (beyond Nifty 500)
LINCOLN,Lincoln Pharmaceuticals Limited,Micro Cap,Healthcare & Pharma,INE405C01035,17-DEC-2015,EQUITY_L (beyond Nifty 500)
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,Micro Cap,Capital Goods,INE093R01011,18-JUL-2016,Nifty Microcap 250
LLOYDSENT,Lloyds Enterprises Limited,Micro Cap,Metals & Mining,INE080I01025,17-OCT-2024,Nifty Microcap 250
LMW,LMW Limited,Micro Cap,Others / Diversified,INE269B01029,29-MAR-1995,EQUITY_L (beyond Nifty 500)
LOKESHMACH,Lokesh Machines Limited,Micro Cap,Others / Diversified,INE397H01017,05-MAY-2006,EQUITY_L (beyond Nifty 500)
LORDSCHLO,Lords Chloro Alkali Limited,Micro Cap,Others / Diversified,INE846D01012,28-AUG-2023,EQUITY_L (beyond Nifty 500)
LOTUSDEV,Sri Lotus Developers and Realty Limited,Micro Cap,Realty,INE0V9Q01010,06-AUG-2025,Nifty Microcap 250
LOTUSEYE,Lotus Eye Hospital and Institute Limited,Micro Cap,Healthcare & Pharma,INE947I01017,11-JUL-2008,EQUITY_L (beyond Nifty 500)
LOVABLE,Lovable Lingerie Limited,Micro Cap,Others / Diversified,INE597L01014,24-MAR-2011,EQUITY_L (beyond Nifty 500)
LOYALTEX,Loyal Textile Mills Limited,Micro Cap,Textiles & Apparel,INE970D01010,11-AUG-2022,EQUITY_L (beyond Nifty 500)
LPDC,Landmark Property Development Company Limited,Micro Cap,Real Estate,INE197J01017,12-AUG-2008,EQUITY_L (beyond Nifty 500)
LUMAXIND,Lumax Industries Limited,Micro Cap,Others / Diversified,INE162B01018,06-SEP-1995,EQUITY_L (beyond Nifty 500)
LUMAXTECH,Lumax Auto Technologies Limited,Micro Cap,Automobile and Auto Components,INE872H01027,16-JAN-2007,Nifty Microcap 250
LUXIND,Lux Industries Limited,Micro Cap,Others / Diversified,INE150G01020,30-NOV-2015,EQUITY_L (beyond Nifty 500)
LXCHEM,Laxmi Organic Industries Limited,Micro Cap,Chemicals,INE576O01020,25-MAR-2021,Nifty Microcap 250
LYKALABS,Lyka Labs Limited,Micro Cap,Healthcare & Pharma,INE933A01014,08-FEB-1995,EQUITY_L (beyond Nifty 500)
LYPSAGEMS,Lypsa Gems & Jewellery Limited,Micro Cap,Others / Diversified,INE142K01011,05-NOV-2013,EQUITY_L (beyond Nifty 500)
MAANALU,Maan Aluminium Limited,Micro Cap,Metals & Mining,INE215I01027,22-OCT-2007,EQUITY_L (beyond Nifty 500)
MACPOWER,Macpower CNC Machines Limited,Micro Cap,Power & Renewables,INE155Z01011,19-AUG-2020,EQUITY_L (beyond Nifty 500)
MADHAV,Madhav Marbles and Granites Limited,Micro Cap,Others / Diversified,INE925C01016,20-DEC-2007,EQUITY_L (beyond Nifty 500)
MADHAVIPL,Madhav Infra Projects Limited,Micro Cap,Construction & Infrastructure,INE631R01026,20-APR-2026,EQUITY_L (beyond Nifty 500)
MADHUCON,Madhucon Projects Limited,Micro Cap,Construction & Infrastructure,INE378D01032,05-OCT-2006,EQUITY_L (beyond Nifty 500)
MADRASFERT,Madras Fertilizers Limited,Micro Cap,Chemicals,INE414A01015,25-JUL-1997,EQUITY_L (beyond Nifty 500)
MAFATIND,Mafatlal Industries Limited,Micro Cap,Others / Diversified,INE270B01035,20-APR-2026,EQUITY_L (beyond Nifty 500)
MAGADSUGAR,Magadh Sugar & Energy Limited,Micro Cap,FMCG & Consumer Goods,INE347W01011,28-JUL-2017,EQUITY_L (beyond Nifty 500)
MAGNUM,Magnum Ventures Limited,Micro Cap,Financial Services,INE387I01016,20-SEP-2007,EQUITY_L (beyond Nifty 500)
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,Micro Cap,Others / Diversified,INE843B01013,21-JAN-1998,EQUITY_L (beyond Nifty 500)
MAHASTEEL,Mahamaya Steel Industries Limited,Micro Cap,Metals & Mining,INE451L01014,01-JUL-2016,EQUITY_L (beyond Nifty 500)
MAHEPC,Mahindra EPC Irrigation Limited,Micro Cap,Construction & Infrastructure,INE215D01010,14-FEB-2020,EQUITY_L (beyond Nifty 500)
MAHESHWARI,Maheshwari Logistics Limited,Micro Cap,Logistics & Transportation,INE263W01010,15-APR-2019,EQUITY_L (beyond Nifty 500)
MAHLIFE,Mahindra Lifespace Developers Limited,Micro Cap,Retail & Consumer Services,INE813A01018,10-MAY-2000,EQUITY_L (beyond Nifty 500)
MAHLOG,Mahindra Logistics Limited,Micro Cap,Logistics & Transportation,INE766P01016,10-NOV-2017,EQUITY_L (beyond Nifty 500)
MAHSCOOTER,Maharashtra Scooters Limited,Micro Cap,Financial Services,INE288A01013,08-FEB-1995,Nifty Microcap 250
MAHSEAMLES,Maharashtra Seamless Limited,Micro Cap,Capital Goods,INE271B01025,25-AUG-2004,Nifty Microcap 250
MAITHANALL,Maithan Alloys Limited,Micro Cap,Metals & Mining,INE683C01011,05-JUL-2011,EQUITY_L (beyond Nifty 500)
MAJESAUT,Majestic Auto Limited,Micro Cap,Automobile & Auto Components,INE201B01022,20-APR-2026,EQUITY_L (beyond Nifty 500)
MALLCOM,Mallcom (India) Limited,Micro Cap,Others / Diversified,INE389C01015,02-FEB-2022,EQUITY_L (beyond Nifty 500)
MALUPAPER,Malu Paper Mills Limited,Micro Cap,Paper & Packaging,INE383H01017,05-APR-2006,EQUITY_L (beyond Nifty 500)
MAMATA,Mamata Machinery Limited,Micro Cap,Capital Goods & Engineering,INE0TO701015,27-DEC-2024,EQUITY_L (beyond Nifty 500)
MANAKALUCO,Manaksia Aluminium Company Limited,Micro Cap,Metals & Mining,INE859Q01017,30-MAR-2015,EQUITY_L (beyond Nifty 500)
MANAKCOAT,Manaksia Coated Metals & Industries Limited,Micro Cap,Metals & Mining,INE830Q01018,30-MAR-2015,EQUITY_L (beyond Nifty 500)
MANAKSIA,Manaksia Limited,Micro Cap,Others / Diversified,INE015D01022,08-JAN-2008,EQUITY_L (beyond Nifty 500)
MANAKSTEEL,Manaksia Steels Limited,Micro Cap,Metals & Mining,INE824Q01011,30-MAR-2015,EQUITY_L (beyond Nifty 500)
MANALIPETC,Manali Petrochemicals Limited,Micro Cap,Chemicals,INE201A01024,06-DEC-2006,EQUITY_L (beyond Nifty 500)
MANBA,Manba Finance Limited,Micro Cap,Financial Services,INE939X01013,30-SEP-2024,EQUITY_L (beyond Nifty 500)
MANCREDIT,Mangal Credit and Fincorp Limited,Micro Cap,Financial Services,INE545L01039,16-AUG-2024,EQUITY_L (beyond Nifty 500)
MANGALAM,Mangalam Drugs And Organics Limited,Micro Cap,Healthcare & Pharma,INE584F01014,23-MAY-2005,EQUITY_L (beyond Nifty 500)
MANGLMCEM,Mangalam Cement Limited,Micro Cap,Others / Diversified,INE347A01017,03-JAN-1996,EQUITY_L (beyond Nifty 500)
MANINDS,Man Industries (India) Limited,Micro Cap,Others / Diversified,INE993A01026,24-JUN-2005,EQUITY_L (beyond Nifty 500)
MANINFRA,Man Infraconstruction Limited,Micro Cap,Construction & Infrastructure,INE949H01023,11-MAR-2010,EQUITY_L (beyond Nifty 500)
MANOMAY,Manomay Tex India Limited,Micro Cap,Others / Diversified,INE784W01015,18-JAN-2023,EQUITY_L (beyond Nifty 500)
MANORAMA,Manorama Industries Limited,Micro Cap,Fast Moving Consumer Goods,INE00VM01036,01-JUL-2022,Nifty Microcap 250
MANORG,Mangalam Organics Limited,Micro Cap,Others / Diversified,INE370D01013,02-NOV-2021,EQUITY_L (beyond Nifty 500)
MANUGRAPH,Manugraph India Limited,Micro Cap,Others / Diversified,INE867A01022,14-SEP-2006,EQUITY_L (beyond Nifty 500)
MANYAVAR,Vedant Fashions Limited,Micro Cap,Consumer Services,INE825V01034,16-FEB-2022,Nifty Microcap 250
MARALOVER,Maral Overseas Limited,Micro Cap,Others / Diversified,INE882A01013,08-FEB-1995,EQUITY_L (beyond Nifty 500)
MARATHON,Marathon Nextgen Realty Limited,Micro Cap,Real Estate,INE182D01020,29-SEP-2016,EQUITY_L (beyond Nifty 500)
MARINE,Marine Electricals (India) Limited,Micro Cap,Capital Goods & Engineering,INE01JE01028,02-DEC-2020,EQUITY_L (beyond Nifty 500)
MARKOLINES,Markolines Pavement Technologies Limited,Micro Cap,Information Technology,INE0FW001016,14-OCT-2025,EQUITY_L (beyond Nifty 500)
MARKSANS,Marksans Pharma Limited,Micro Cap,Healthcare,INE750C01026,21-JAN-2002,Nifty Microcap 250
MARSONS,Marsons Limited,Micro Cap,Others / Diversified,INE415B01044,13-MAR-2026,EQUITY_L (beyond Nifty 500)
MASFIN,MAS Financial Services Limited,Micro Cap,Financial Services,INE348L01012,18-OCT-2017,EQUITY_L (beyond Nifty 500)
MASKINVEST,Mask Investments Limited,Micro Cap,Financial Services,INE885F01015,14-OCT-2016,EQUITY_L (beyond Nifty 500)
MASTEK,Mastek Limited,Micro Cap,Information Technology,INE759A01021,10-MAY-1995,Nifty Microcap 250
MASTERTR,Master Trust Limited,Micro Cap,Others / Diversified,INE677D01037,12-NOV-2024,EQUITY_L (beyond Nifty 500)
MATRIMONY,Matrimony.Com Limited,Micro Cap,Others / Diversified,INE866R01028,21-SEP-2017,EQUITY_L (beyond Nifty 500)
MAWANASUG,Mawana Sugars Limited,Micro Cap,FMCG & Consumer Goods,INE636A01039,20-MAR-2009,EQUITY_L (beyond Nifty 500)
MAXESTATES,Max Estates Limited,Micro Cap,Others / Diversified,INE03EI01018,30-OCT-2023,EQUITY_L (beyond Nifty 500)
MAXIND,Max India Limited,Micro Cap,Others / Diversified,INE0CG601016,28-AUG-2020,EQUITY_L (beyond Nifty 500)
MAYURUNIQ,Mayur Uniquoters Ltd,Micro Cap,Others / Diversified,INE040D01038,25-SEP-2012,EQUITY_L (beyond Nifty 500)
MAZDA,Mazda Limited,Micro Cap,Others / Diversified,INE885E01042,01-NOV-2016,EQUITY_L (beyond Nifty 500)
MBAPL,Madhya Bharat Agro Products Limited,Micro Cap,Agriculture,INE900L01010,22-AUG-2019,EQUITY_L (beyond Nifty 500)
MBEL,M & B Engineering Limited,Micro Cap,Capital Goods & Engineering,INE08N601015,06-AUG-2025,EQUITY_L (beyond Nifty 500)
MBLINFRA,MBL Infrastructure Limited,Micro Cap,Construction & Infrastructure,INE912H01013,11-JAN-2010,EQUITY_L (beyond Nifty 500)
MCCHRLS-B,Mac Charles India Limited,Micro Cap,Others / Diversified,INE435D01014,20-APR-2026,EQUITY_L (beyond Nifty 500)
MCL,M TEK COPPER LIMITED,Micro Cap,Metals & Mining,INE813V01022,19-AUG-2020,EQUITY_L (beyond Nifty 500)
MCLEODRUSS,Mcleod Russel India Limited,Micro Cap,Others / Diversified,INE942G01012,29-JUL-2005,EQUITY_L (beyond Nifty 500)
MCLOUD,Magellanic Cloud Limited,Micro Cap,Information Technology,INE613C01026,07-FEB-2025,EQUITY_L (beyond Nifty 500)
MEDIASSIST,Medi Assist Healthcare Services Limited,Micro Cap,Healthcare & Pharma,INE456Z01021,23-JAN-2024,EQUITY_L (beyond Nifty 500)
MEDICAMEQ,Medicamen Biotech Limited,Micro Cap,Information Technology,INE646B01010,27-OCT-2021,EQUITY_L (beyond Nifty 500)
MEDICO,Medico Remedies Limited,Micro Cap,Others / Diversified,INE630Y01024,26-MAY-2022,EQUITY_L (beyond Nifty 500)
MEDPLUS,Medplus Health Services Limited,Micro Cap,Consumer Services,INE804L01022,23-DEC-2021,Nifty Microcap 250
MEGASTAR,Megastar Foods Limited,Micro Cap,FMCG & Consumer Goods,INE00EM01016,16-FEB-2022,EQUITY_L (beyond Nifty 500)
MEIL,Mangal Electrical Industries Limited,Micro Cap,Capital Goods & Engineering,INE0PKD01011,28-AUG-2025,EQUITY_L (beyond Nifty 500)
MENNPIS,Menon Pistons Limited,Micro Cap,Automobile & Auto Components,INE650G01029,20-APR-2026,EQUITY_L (beyond Nifty 500)
MENONBE,Menon Bearings Limited,Micro Cap,Automobile & Auto Components,INE071D01033,09-MAR-2015,EQUITY_L (beyond Nifty 500)
MEP,MEP Infrastructure Developers Limited,Micro Cap,Construction & Infrastructure,INE776I01010,06-MAY-2015,EQUITY_L (beyond Nifty 500)
MERCANTILE,Mercantile Ventures Limited,Micro Cap,Financial Services,INE689O01013,20-APR-2026,EQUITY_L (beyond Nifty 500)
MERCURYEV,Mercury Ev-Tech Limited,Micro Cap,Information Technology,INE763M01028,02-JUN-2026,EQUITY_L (beyond Nifty 500)
METROBRAND,Metro Brands Limited,Micro Cap,Logistics & Transportation,INE317I01021,22-DEC-2021,EQUITY_L (beyond Nifty 500)
METROGLOBL,Metroglobal Limited,Micro Cap,Logistics & Transportation,INE085D01033,20-APR-2026,EQUITY_L (beyond Nifty 500)
METROPOLIS,Metropolis Healthcare Limited,Micro Cap,Healthcare,INE112L01020,15-APR-2019,Nifty Microcap 250
MFML,Mahalaxmi Fabric Mills Limited,Micro Cap,Textiles & Apparel,INE0US801024,27-AUG-2024,EQUITY_L (beyond Nifty 500)
MGEL,Mangalam Global Enterprise Limited,Micro Cap,Information Technology,INE0APB01032,23-DEC-2020,EQUITY_L (beyond Nifty 500)
MHLXMIRU,Mahalaxmi Rubtech Limited,Micro Cap,Information Technology,INE112D01035,27-JAN-2022,EQUITY_L (beyond Nifty 500)
MHRIL,Mahindra Holidays & Resorts India Limited,Micro Cap,Retail & Consumer Services,INE998I01010,16-JUL-2009,EQUITY_L (beyond Nifty 500)
MICEL,MIC Electronics Limited,Micro Cap,Electronics & Components,INE287C01037,17-DEC-2021,EQUITY_L (beyond Nifty 500)
MIDHANI,Mishra Dhatu Nigam Limited,Micro Cap,Capital Goods,INE099Z01011,04-APR-2018,Nifty Microcap 250
MIDWESTLTD,Midwest Limited,Micro Cap,Others / Diversified,INE0XAD01024,24-OCT-2025,EQUITY_L (beyond Nifty 500)
MINDTECK,Mindteck (India) Limited,Micro Cap,Others / Diversified,INE110B01017,02-AUG-2016,EQUITY_L (beyond Nifty 500)
MIRCELECTR,MIRC Electronics Limited,Micro Cap,Electronics & Components,INE831A01028,24-MAY-2004,EQUITY_L (beyond Nifty 500)
MIRZAINT,Mirza International Limited,Micro Cap,Others / Diversified,INE771A01026,28-APR-1999,EQUITY_L (beyond Nifty 500)
MITCON,MITCON Consultancy & Engineering Services Limited,Micro Cap,Capital Goods & Engineering,INE828O01033,17-MAR-2022,EQUITY_L (beyond Nifty 500)
MITTAL,Mittal Life Style Limited,Micro Cap,Others / Diversified,INE997Y01027,29-APR-2020,EQUITY_L (beyond Nifty 500)
MKPL,M K Proteins Limited,Micro Cap,Others / Diversified,INE964W01021,13-JUN-2023,EQUITY_L (beyond Nifty 500)
MMFL,MM Forgings Limited,Micro Cap,Capital Goods & Engineering,INE227C01017,20-DEC-2006,EQUITY_L (beyond Nifty 500)
MMP,MMP Industries Limited,Micro Cap,Others / Diversified,INE511Y01018,09-JAN-2020,EQUITY_L (beyond Nifty 500)
MMWL,Media Matrix Worldwide Limited,Micro Cap,Media & Entertainment,INE200D01020,20-APR-2026,EQUITY_L (beyond Nifty 500)
MOBIKWIK,One Mobikwik Systems Limited,Micro Cap,Information Technology,INE0HLU01028,18-DEC-2024,EQUITY_L (beyond Nifty 500)
MODINATUR,Modi Naturals Limited,Micro Cap,Others / Diversified,INE537F01012,11-DEC-2025,EQUITY_L (beyond Nifty 500)
MODIRUBBER,Modi Rubber Limited,Micro Cap,Chemicals,INE832A01018,07-FEB-1996,EQUITY_L (beyond Nifty 500)
MODIS,Modis Navnirman Limited,Micro Cap,Others / Diversified,INE0L0L01012,14-NOV-2025,EQUITY_L (beyond Nifty 500)
MODISONLTD,MODISON LIMITED,Micro Cap,Others / Diversified,INE737D01021,03-MAY-2021,EQUITY_L (beyond Nifty 500)
MODTHREAD,Modern Threads (India) Limited,Micro Cap,Others / Diversified,INE794W01014,22-NOV-1995,EQUITY_L (beyond Nifty 500)
MOHITIND,Mohit Industries Limited,Micro Cap,Others / Diversified,INE954E01012,14-MAR-2013,EQUITY_L (beyond Nifty 500)
MOIL,MOIL Limited,Micro Cap,Metals & Mining,INE490G01020,15-DEC-2010,Nifty Microcap 250
MOKSH,Moksh Ornaments Limited,Micro Cap,Others / Diversified,INE514Y01020,21-MAY-2021,EQUITY_L (beyond Nifty 500)
MOL,Meghmani Organics Limited,Micro Cap,Others / Diversified,INE0CT101020,18-AUG-2021,EQUITY_L (beyond Nifty 500)
MOLDTECH,Mold-Tek Technologies Limited,Micro Cap,Information Technology,INE835B01035,07-JUL-2016,EQUITY_L (beyond Nifty 500)
MOLDTKPAC,Mold-Tek Packaging Limited,Micro Cap,Paper & Packaging,INE893J01029,23-FEB-2015,EQUITY_L (beyond Nifty 500)
MONARCH,Monarch Networth Capital Limited,Micro Cap,Financial Services,INE903D01011,06-JAN-2022,EQUITY_L (beyond Nifty 500)
MONEYBOXX,Moneyboxx Finance Limited,Micro Cap,Financial Services,INE296Q01012,15-OCT-2025,EQUITY_L (beyond Nifty 500)
MONTECARLO,Monte Carlo Fashions Limited,Micro Cap,Automobile & Auto Components,INE950M01013,19-DEC-2014,EQUITY_L (beyond Nifty 500)
MORARJEE,Morarjee Textiles Limited,Micro Cap,Textiles & Apparel,INE161G01027,14-SEP-2012,EQUITY_L (beyond Nifty 500)
MOREPENLAB,Morepen Laboratories Limited,Micro Cap,Healthcare & Pharma,INE083A01026,24-NOV-1999,EQUITY_L (beyond Nifty 500)
MOSCHIP,Moschip Technologies Limited,Micro Cap,Information Technology,INE935B01025,05-FEB-2025,EQUITY_L (beyond Nifty 500)
MOTISONS,Motisons Jewellers Limited,Micro Cap,Others / Diversified,INE0FRK01020,26-DEC-2023,EQUITY_L (beyond Nifty 500)
MOTOGENFIN,The Motor & General Finance Limited,Micro Cap,Financial Services,INE861B01023,08-FEB-1995,EQUITY_L (beyond Nifty 500)
MPSLTD,MPS Limited,Micro Cap,Others / Diversified,INE943D01017,21-JAN-2002,EQUITY_L (beyond Nifty 500)
MSPL,MSP Steel & Power Limited,Micro Cap,Metals & Mining,INE752G01015,18-JUL-2005,EQUITY_L (beyond Nifty 500)
MSTCLTD,Mstc Limited,Micro Cap,Services,INE255X01014,29-MAR-2019,Nifty Microcap 250
MTARTECH,Mtar Technologies Limited,Micro Cap,Capital Goods,INE864I01014,15-MAR-2021,Nifty Microcap 250
MTEDUCARE,MT Educare Limited,Micro Cap,Automobile & Auto Components,INE472M01018,12-APR-2012,EQUITY_L (beyond Nifty 500)
MTNL,Mahanagar Telephone Nigam Limited,Micro Cap,Telecommunications,INE153A01019,17-FEB-1999,EQUITY_L (beyond Nifty 500)
MUFIN,Mufin Green Finance Limited,Micro Cap,Financial Services,INE08KJ01020,06-NOV-2023,EQUITY_L (beyond Nifty 500)
MUFTI,Credo Brands Marketing Limited,Micro Cap,Metals & Mining,INE220Q01020,27-DEC-2023,EQUITY_L (beyond Nifty 500)
MUKANDLTD,Mukand Limited,Micro Cap,Others / Diversified,INE304A01026,23-FEB-2004,EQUITY_L (beyond Nifty 500)
MUKKA,Mukka Proteins Limited,Micro Cap,Others / Diversified,INE0CG401037,07-MAR-2024,EQUITY_L (beyond Nifty 500)
MUKTAARTS,Mukta Arts Limited,Micro Cap,Others / Diversified,INE374B01019,12-SEP-2000,EQUITY_L (beyond Nifty 500)
MUNJALAU,Munjal Auto Industries Limited,Micro Cap,Automobile & Auto Components,INE672B01032,19-JUL-2006,EQUITY_L (beyond Nifty 500)
MUNJALSHOW,Munjal Showa Limited,Micro Cap,Others / Diversified,INE577A01027,12-MAY-2003,EQUITY_L (beyond Nifty 500)
MURUDCERA,Murudeshwar Ceramics Limited,Micro Cap,"Glass, Ceramics & Tiles",INE692B01014,28-MAY-2004,EQUITY_L (beyond Nifty 500)
MUTHOOTCAP,Muthoot Capital Services Limited,Micro Cap,Financial Services,INE296G01013,24-AUG-2015,EQUITY_L (beyond Nifty 500)
MUTHOOTMF,Muthoot Microfin Limited,Micro Cap,Others / Diversified,INE046W01019,26-DEC-2023,EQUITY_L (beyond Nifty 500)
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,Micro Cap,Others / Diversified,INE0KNT01012,03-OCT-2023,EQUITY_L (beyond Nifty 500)
MWL,Mangalam Worldwide Limited,Micro Cap,Others / Diversified,INE0JYY01011,18-SEP-2025,EQUITY_L (beyond Nifty 500)
NACLIND,NACL Industries Limited,Micro Cap,Others / Diversified,INE295D01020,07-APR-2017,EQUITY_L (beyond Nifty 500)
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,Micro Cap,Financial Services,INE245I01016,18-SEP-2007,EQUITY_L (beyond Nifty 500)
NAGREEKEXP,Nagreeka Exports Limited,Micro Cap,Logistics & Transportation,INE123B01028,18-JUN-2007,EQUITY_L (beyond Nifty 500)
NAHARCAP,Nahar Capital and Financial Services Limited,Micro Cap,Financial Services,INE049I01012,11-MAR-2008,EQUITY_L (beyond Nifty 500)
NAHARINDUS,Nahar Industrial Enterprises Limited,Micro Cap,Information Technology,INE289A01011,15-DEC-2005,EQUITY_L (beyond Nifty 500)
NAHARPOLY,Nahar Poly Films Limited,Micro Cap,Media & Entertainment,INE308A01027,23-MAR-2007,EQUITY_L (beyond Nifty 500)
NAHARSPING,Nahar Spinning Mills Limited,Micro Cap,Textiles & Apparel,INE290A01027,23-MAR-2007,EQUITY_L (beyond Nifty 500)
NARMADA,Narmada Agrobase Limited,Micro Cap,Agriculture,INE117Z01011,27-OCT-2022,EQUITY_L (beyond Nifty 500)
NATCAPSUQ,Natural Capsules Limited,Micro Cap,Others / Diversified,INE936B01015,14-FEB-2025,EQUITY_L (beyond Nifty 500)
NATHBIOGEN,Nath Bio-Genes (India) Limited,Micro Cap,Others / Diversified,INE448G01010,28-JAN-2014,EQUITY_L (beyond Nifty 500)
NATIONSTD,National Standard (India) Limited,Micro Cap,Others / Diversified,INE166R01015,20-APR-2026,EQUITY_L (beyond Nifty 500)
